Eb_N0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,12.1,12.3,12.4,12.5
0.0,0.16634956874682902,0.14557321767127102,0.1279247713398158,0.1132980536068736,0.166611671237963,0.14561231846740139,0.1279649847602263,0.11352010162392281,0.2424452811379031,0.2111702073550187,0.18458659332247412,0.17204636400743106,0.2640748560899967,0.2378398113497849,0.22741070713312964
0.25,0.15315257321385656,0.1354642313546423,0.12097118748164169,0.10622859787724002,0.15340815890563547,0.1354875964645251,0.12098342634872315,0.10656286200025686,0.2353516655667581,0.20486083295504107,0.1791008787824457,0.16657797461690757,0.2588552176992456,0.23271347445223917,0.2220964956785673
0.5,0.1389216318319899,0.124702770370879,0.11363088721295883,0.0990993783291308,0.1392307824355409,0.12466287484311997,0.11387264457439895,0.09938389225219314,0.22776356797625724,0.1983906048734215,0.17371402885702333,0.1610847895995697,0.2536333540599342,0.2275055980895923,0.21680851036775092
0.75,0.12377754380878629,0.11301385757646272,0.10619998753860806,0.0917767211026043,0.12407858814972489,0.11288797208648206,0.10642441975054327,0.09202753840461123,0.21997058857188634,0.1918122932903034,0.1684155530887086,0.15568919762623198,0.24835887918680516,0.22227308504645682,0.21148810000648502
1.0,0.1078382473179397,0.10045312418540008,0.0983410454090579,0.08439636635983667,0.10814580845823335,0.10031356931140636,0.09843943318468673,0.08466053515320518,0.21179232327393827,0.18518168836601906,0.16306367135494748,0.15024131231172808,0.24314416813215178,0.21717011325879387,0.206234447102027
1.25,0.09147345151310544,0.08721829942690312,0.08996425615026912,0.0767272061432119,0.09169931424197225,0.08697829047504606,0.09002004631060147,0.07703699253206583,0.20305997108448443,0.17842980739520034,0.15778713017958393,0.14486272759524382,0.23797714097521835,0.21218587437645356,0.20104961795661147
1.5,0.07511819248781518,0.07324262584416394,0.08097584143005916,0.06859773736726392,0.07514791545072727,0.07304998289737535,0.081005723339297,0.06895854552667818,0.19393390884618955,0.17159416171072023,0.15229346832326884,0.13945378413054452,0.23271665337875383,0.2070948235632206,0.19588656445782138
1.75,0.05926838277835634,0.05909147551781534,0.07105488861677278,0.0601967882669637,0.059193201166284556,0.05895462273135909,0.07104900760272065,0.060470970678853396,0.18441715653924257,0.16451453341623973,0.14680759483691472,0.13407901412587786,0.2272949942079959,0.20209167006811804,0.19075450549254924
2.0,0.04455154247872344,0.045433058801239525,0.06026561202600616,0.05141039432676058,0.04448859973373311,0.045355969833258944,0.06019170198454024,0.05168775566516494,0.17405401504776655,0.15704087718026674,0.14150228437659343,0.12869105157617536,0.22188287181678193,0.19713381627584944,0.18567171988825437
2.25,0.031736018127510555,0.032851026602528643,0.048638370405974345,0.04246966350427057,0.03163508721067,0.03284037719870452,0.048644410366352205,0.042676611620375136,0.16328301728445924,0.1494023936045085,0.13600607937906664,0.12329116805204283,0.21650237974438888,0.19215355105165247,0.18065473806281304
2.5,0.021189770468789934,0.022180641863410427,0.036905588425655715,0.03350254759170885,0.02115019283368238,0.022167926157351775,0.036916714668457036,0.03367548119410652,0.1518377692073919,0.14140659868850208,0.13057297607285592,0.11779385043023591,0.21085676520067292,0.1873392257915209,0.17559245653453776
2.75,0.013190160840965935,0.013819270398217766,0.02574612584225658,0.02493327433245722,0.01318332614895941,0.013859324872302521,0.025784749799409735,0.02510207533038583,0.13965326176933965,0.13289057244837105,0.12495597186777191,0.11212884443478051,0.20524484727801237,0.18246974615635994,0.17069261815116177
3.0,0.0075696598167158125,0.007916957538442758,0.016233188247127203,0.017316248510672927,0.007580309220539934,0.007921884874540486,0.016289296300111007,0.01748107585045821,0.12675174745590512,0.12405411041556198,0.11926426288959334,0.10647798466231535,0.19954376046661554,0.17756656990014355,0.16585826565398784
3.25,0.004025474645517904,0.004091437370697164,0.009082193052392523,0.01100099309664318,0.004015302080670982,0.00411591510486007,0.009211734307865045,0.01116772779233726,0.11347988820351233,0.11468803922541004,0.11344937050897157,0.10072126663691192,0.19373697434860618,0.1726989976208914,0.16106571604048173
3.5,0.0019548808601920833,0.001927065253188781,0.004505969388209234,0.00641412002863577,0.001986034340035782,0.0019332641598923742,0.004574952093577424,0.0064945468694567465,0.09979619902114495,0.10462546523589542,0.10735663995096824,0.09484645149148874,0.18783752252269437,0.16793744254090326,0.15629160420076066
3.75,0.0008713437576691602,0.0008149178120338899,0.0019226147560682527,0.0034008155853866018,0.0008920067800144704,0.0008279514107440086,0.002007651040335491,0.003411147096559257,0.08609280049438665,0.09403884521043858,0.10107428642636525,0.088821273121922,0.18186559117224824,0.16319702732223762,0.15158774663701363
4.0,0.00034872823865854385,0.00031773370514057847,0.0007187552849653306,0.0016323787652795102,0.00036239762267159525,0.0003240915581699047,0.0007588097590500859,0.0016357166381199065,0.07251560535026048,0.08299414187421877,0.0943731093334554,0.08247518212070003,0.17573598506667482,0.1584760035553114,0.14688643221447836
4.25,0.00013033598710118777,0.00011014980373307698,0.0002215711780720192,0.0006887144294017641,0.00013335596729011773,0.000112216105967608,0.0002454131269319926,0.0006887144294017641,0.05943098486958136,0.0715070909134836,0.08720097427739822,0.07595123018098264,0.169475566135023,0.15378184171743411,0.1422421795228813
4.5,4.180288366781998e-05,3.95776351075558e-05,6.326063764179601e-05,0.0002557446381046477,5.022703893167724e-05,3.7829225524491084e-05,6.723429578512491e-05,0.0002657582566258365,0.04713871182268202,0.05993913627295026,0.07949064696240855,0.06918059354372741,0.16314695922963166,0.1491574573165537,0.1376257424382875
